stop_id,stop_name,stop_lat,stop_lon
8220DB000030,"Cabra, Pope John Paul II Park",53.3703319,-6.304601169
8220DB000031,"Wadelai, Maolbuille Road",53.38603323,-6.268858077
8220DB000032,"Wadelai, Saint Pappin's Road",53.38619557,-6.271377201
8220DB000033,"Wadelai, Glasnevin Drive",53.38871792,-6.271771141
8220DB000035,"Wadelai, Dean Swift Road",53.38620679,-6.270910693
8220DB000036,"Wadelai, Saint Pappin's Road",53.38612685,-6.26787707
8220DB000037,"Whitehall (Dublin City), DCU Ballymun Road",53.3853464,-6.264886981
8220DB000038,"Whitehall (Dublin City), Ballymun Road",53.38223659,-6.265509521
8220DB000039,"Glasnevin, Ballymun Road (Griffith Avenue)",53.38041419,-6.265658759
8220DB000040,"Glasnevin, Mobhi Road",53.37666077,-6.264668969
8220DB000041,"Drumcondra (Dublin), Home Farm Road",53.37555927,-6.261858006
8220DB000042,"Drumcondra (Dublin), Ferguson Road",53.37465027,-6.25746119
8220DB000043,"Drumcondra (Dublin), Home Farm Road (Achill Road)",53.37386122,-6.25390131
8220DB000044,"Drumcondra (Dublin), Homefarm Road",53.37301741,-6.252132303
8220DB000045,"Drumcondra, Upper Drumcondra Road",53.36999011,-6.254089717
8220DB000046,"Drumcondra (Dublin), Botanic Avenue",53.36715074,-6.255377969
8220DB000047,"Dromcondra, Near Train Station",53.36391612,-6.257298257
8220DB000048,"Summerhill (Dublin City), Lower Drumcondra Road",53.36232903,-6.258790465
8220DB000049,"Ballybough, Lower Dorset Street",53.36003184,-6.260897458
8220DB000051,Upper Dorset St (Temple Street),53.35798985,-6.263249251
8220DB000052,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.35679465,-6.264499748
8220DB000053,"Phibsborough, North Circular Road (Lower Dorset Street)",53.36001449,-6.262791289
8220DB000054,"Phibsborough, North Circular Road (Mater Hospital)",53.36015371,-6.26556522
8220DB000055,"Phibsborough, Mater Hospital Mortuary",53.3604116,-6.26846958
8220DB000056,"Phibsborough, Cabra Road (North Circular Road)",53.36075972,-6.276373655
8220DB000057,"Phibsborough, Cabra Road (North Circular Road)",53.36081622,-6.276551675
8220DB000058,"Cabra East, Cabra Road (Charleville Road)",53.36094625,-6.281204202
8220DB000059,"Cabra East, Cabra Road (near Annamoe Terrace)",53.36101801,-6.284942563
8220DB000060,"Cabra East, Cabra Road (Quarry Road)",53.36127922,-6.2893645
8220DB000063,"Cabra East, Faussagh Avenue",53.36679244,-6.292750108
8220DB000064,"Cabra, Faussagh Avenue (Church)",53.36708858,-6.295232782
8220DB000065,"Cabra, Faussagh Avenue (Dingle Road)",53.36725464,-6.298051276
8220DB000066,"Cabra, Faussagh Avenue (Dingle Road)",53.36727499,-6.300740346
8220DB000068,"Cabra, Ventry Drive",53.36907751,-6.304245235
8220DB000069,"Cabra, Ventry Park Estate",53.37139256,-6.303341717
8220DB000071,"Cabra, Pope John Paul II Park",53.37025769,-6.304438805
8220DB000072,"Cabra, Ventry Drive",53.36896993,-6.304264536
8220DB000073,"Cabra, Faussagh Avenue (Dingle Road)",53.36739155,-6.300720679
8220DB000074,"Cabra, Faussagh Avenue (Church)",53.36720024,-6.295498814
8220DB000075,"Cabra East, Faussagh Avenue",53.36654723,-6.291317319
8220DB000077,"Cabra East, Cabra Road (Quarry Road)",53.36130918,-6.289573652
8220DB000078,"Cabra East, Cabra Road (near Annamoe Terrace)",53.36114922,-6.284065835
8220DB000079,"Cabra East, Cabra Road (Charleville Road)",53.36102125,-6.280795506
8220DB000080,"Phibsborough, Cabra Road (North Circular Road)",53.36086296,-6.276053962
8220DB000081,"Phibsborough, North Circular Road (Phibsborough Road)",53.36087575,-6.271966627
8220DB000082,"Phibsborough, Royal Canal Bank",53.3607978,-6.27154908
8220DB000083,"Phibsborough, North Circular Road (Mater Hospital)",53.36027925,-6.265545096
8220DB000084,"Phibsborough, North Circular Road (Leo Street)",53.36016256,-6.263701781
8220DB000085,"Drumcondra (Dublin), Homefarm Road",53.37366152,-6.25192557
8220DB000086,"Whitehall (Dublin City), Garda Station",53.37605022,-6.251166391
8220DB000087,"Whitehall (Dublin City), Sherkin Gardens",53.37675173,-6.25488029
8220DB000088,"Whitehall (Dublin City), Walnut Rise",53.37728726,-6.257699229
8220DB000090,Ballymun Road (St.Pappin's Road),53.38638553,-6.265265673
8220DB000091,Ballymun Road (Glasnevin Avenue),53.38842789,-6.265408142
8220DB000092,"Wadelai, Ballymun Library",53.38983733,-6.26467424
8220DB000093,"Wadelai, Ballymun Road (Opp Shanlis Road)",53.39230147,-6.264152976
8220DB000094,"Ballymun, Civic Centre",53.39603476,-6.26437696
8220DB000102,"Ballymun, Balbutcher Lane (Ãrd Na Meala)",53.39777307,-6.267719857
8220DB000104,"Poppintree, Balbutcher Lane (Carrig Road)",53.39968435,-6.276815849
8220DB000105,"Ballymun, Balbutcher Lane (Cranogue Road)",53.40293748,-6.281767852
8220DB000107,"Ballymun, Balbutcher Lane (Cranogue Road)",53.40203563,-6.279683618
8220DB000110,"Ballymun, Balbutcher Lane (Ãrd Na Meala)",53.39793995,-6.268690557
8220DB000112,"Ballymun, Civic Centre",53.3961544,-6.26395104
8220DB000113,"Ballymun, Comprehensive School",53.39226796,-6.263703255
8220DB000114,"Wadelai, Ballymun Road (Shanliss Road)",53.39133332,-6.263711229
8220DB000115,"Whitehall (Dublin City), Ballymun Road (Albert College Drive)",53.38788368,-6.26506944
8220DB000116,"Whitehall (Dublin City), Griffith Lawns",53.37769346,-6.25966674
8220DB000117,"Whitehall (Dublin City), Walnut Rise",53.37736591,-6.257545708
8220DB000118,"Whitehall (Dublin City), Sherkin Gardens",53.376643,-6.253592099
8220DB000119,"Dromcondra, Upper Drumcondra Road (Griffith Avenue)",53.37519048,-6.250765745
8220DB000126,"Ballymun, Nursing Home",53.39909547,-6.264086961
8220DB000127,"Ballymun, Silver Swan Nursing Home",53.39910753,-6.263680428
8220DB000128,"Wadelai, Glasnevin Avenue (Ballymun Road)",53.38931475,-6.265823133
8220DB000129,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.38989032,-6.271422936
8220DB000130,"Glasnevin North, Glasnevin Park",53.39009201,-6.274181269
8220DB000131,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.39038589,-6.278349237
8220DB000132,"Glasnevin North, Beneavin Park",53.39048395,-6.282660463
8220DB000133,"Glasnevin North, Grove Park Road",53.39079693,-6.286301509
8220DB000134,"Glasnevin North, Sycamore Road (Willow Park Crescent)",53.39309459,-6.286073865
8220DB000136,"Finglas, McKee Road",53.3943802,-6.289856597
8220DB000137,"Finglas, Clancy Avenue",53.39231672,-6.292630795
8220DB000138,"Finglas, Saint Canice's School",53.3899219,-6.29235077
8220DB000139,"Glasnevin North, Glasnevin Avenue",53.39060146,-6.286459717
8220DB000140,"Glasnevin North, Beneavin Park",53.39065949,-6.28236772
8220DB000141,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.39044509,-6.278091245
8220DB000142,"Glasnevin North, Glasnevin Park",53.39019082,-6.274177272
8220DB000143,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.38987671,-6.26924337
8220DB000146,"Glasnevin, Na Fianna Football Ground",53.3753714,-6.265006969
8220DB000147,"Glasnevin, Dean Swift Bridge",53.37248023,-6.265830862
8220DB000148,"Glasnevin, Mobhi Road (Botanic Road)",53.37067017,-6.268068507
8220DB000149,"Glasnevin, Mobhi Road (MobhÃ­ Drive)",53.37313859,-6.265984466
8220DB000150,"Glasnevin, Na Fianna Football Ground",53.37565885,-6.264995283
8220DB000151,"Glasnevin, Botanic Gardens",53.37195526,-6.269293828
8220DB000153,"Glasnevin, Meteorological Office",53.37573277,-6.270087555
8220DB000154,"Glasnevin, Saint Brigid's School",53.377259,-6.275557037
8220DB000155,"Glasnevin, Old Finglas Road",53.37787425,-6.279575527
8220DB000156,"Glasnevin, Tolka Road Estate #1",53.37862339,-6.281664739
8220DB000157,"Glasnevin, Griffith Road",53.38041162,-6.281637825
8220DB000158,"Glasnevin, Griffith Road",53.38134894,-6.283689563
8220DB000159,"Glasnevin, Griffith Parade",53.38278372,-6.282835112
8220DB000164,"Glasnevin North, Beneavin Road",53.38843036,-6.280487923
8220DB000165,"Beneavin Road, Junction Beneavin Park",53.38903487,-6.283771249
8220DB000166,"Glasnevin North, Beneavin School",53.3895836,-6.286305149
8220DB000167,"Glasnevin North, Beneavin Road (Ballygall Road East)",53.3901866,-6.286987585
8220DB000168,"Beneavin Road, Junction Beneavin Park",53.38925997,-6.284423735
8220DB000169,"Glasnevin North, Beneavin Road",53.38843393,-6.28011191
8220DB000173,"Glasnevin, Glasnamana Place",53.38212161,-6.280546748
8220DB000174,"Glasnevin, Tolka Road Estate",53.38068035,-6.280950562
8220DB000175,"Glasnevin, Tolka Road Estate #1",53.37842425,-6.281567539
8220DB000176,"Glasnevin, Old Finglas Road",53.37803204,-6.279298606
8220DB000177,"Glasnevin, Ballygall Road East",53.38046838,-6.276224035
8220DB000178,"Glasnevin, West Park Drive",53.38189026,-6.276346983
8220DB000179,"Glasnevin, Ballygall Road East",53.38030343,-6.27600522
8220DB000181,"Glasnevin, Old Finglas Road (Cremore Ave)",53.37714984,-6.274223707
8220DB000182,"Glasnevin, Meteorological Office",53.37564011,-6.269895917
8220DB000183,"Glasnevin, Botanic Gardens",53.37231593,-6.268753185
8220DB000184,"Glasnevin, Botanic Road,Cliftonville",53.36970368,-6.268979354
8220DB000185,"Glasnevin, Botanic Road",53.36810094,-6.270021139
8220DB000186,"Glasnevin, Prospect Road",53.36535534,-6.271589978
8220DB000187,"Phibsborough, Phibsboro Road",53.36273425,-6.272447365
8220DB000188,"Phibsborough, Phibsboro Road (NCR)",53.36012069,-6.272583149
8220DB000189,"Phibsborough, Broadstone",53.35716744,-6.273468816
8220DB000190,"Phibsborough, Broadstone Depot",53.35512573,-6.273371074
8220DB000191,"Phibsborough, Youth Club",53.35507685,-6.269376923
8220DB000192,"Phibsborough, Mountjoy Street",53.35639721,-6.26807647
8220DB000193,"Finglas, McKee Road",53.39119631,-6.294104035
8220DB000194,"Phibsborough, Saint Dominic's Youth Club",53.35504065,-6.269979311
8220DB000195,"Phibsborough, Constitution Hill",53.35501178,-6.27357098
8220DB000196,"Phibsborough, Broadstone Depot",53.3568839,-6.273750704
8220DB000197,Phibsboro Road (Monck Place),53.35895263,-6.273231374
8220DB000198,"Phibsborough, Phibsboro Shopping Centre",53.36162538,-6.27283781
8220DB000199,"Phibsborough, Phibsboro Road",53.36362181,-6.272291246
8220DB000200,"Glasnevin, Prospect Way",53.36742269,-6.271596444
8220DB000201,"Glasnevin, Botanic Road",53.3682911,-6.270118627
8220DB000202,"Glasnevin, Fairfield Road",53.37008009,-6.268903978
8220DB000203,"Dromcondra, Whitehall Garda Station",53.37639279,-6.250010028
8220DB000204,"Whitehall, Highfield Hospital",53.37958836,-6.246662193
8220DB000205,"Whitehall, Swords Road",53.3814128,-6.245429732
8220DB000206,"Whitehall, Collins Avenue West ( Larkhill Road)",53.38354609,-6.247476708
8220DB000207,"Whitehall, Larkhill Road",53.38482163,-6.249874783
8220DB000208,"Whitehall, Glendun Road",53.38665393,-6.247950408
8220DB000209,"Whitehall, Glentow Estate",53.38727111,-6.245910447
8220DB000210,"Whitehall, Crestfield Road",53.38759408,-6.248317728
8220DB000211,"Whitehall (Dublin City), Saint Aidan's School",53.38428086,-6.249160331
8220DB000212,"Whitehall, Collins Avenue West ( Larkhill Road)",53.38319564,-6.246258398
8220DB000213,"Whitehall, Iveragh Road",53.38153105,-6.244913768
8220DB000214,"Whitehall, Highfield Hospital",53.37940848,-6.246654552
8220DB000215,"Whitehall, Collins Avenue West",53.38187229,-6.242449429
8220DB000216,"Beaumont (Dublin City), Yellow Road",53.38233082,-6.23819132
8220DB000217,"Whitehall, Beaumont Road",53.38432362,-6.236801122
8220DB000218,"Beaumont, Shantalla Road (Beaumont Road)",53.38557091,-6.233622531
8220DB000220,"Whitehall, Swords Road",53.38794054,-6.244980841
8220DB000233,"Beaumont, Shantalla Road (Beaumont Road)",53.38582131,-6.233536994
8220DB000234,"Beaumont, Beaumont Grove",53.38495048,-6.234820843
8220DB000235,"Whitehall, Beaumont Road Collinswood Estate",53.38329661,-6.237249457
8220DB000236,"Beaumont (Dublin City), Yellow Road",53.38202474,-6.23815886
8220DB000237,"Whitehall, Collins Avenue",53.38203193,-6.2435252
8220DB000242,"Beaumont, Beaumont Road",53.3856549,-6.232010428
8220DB000243,"Beaumont, Beaumont Road",53.38578006,-6.229539675
8220DB000244,"Beaumont, Elmount Rise",53.38499821,-6.223498516
8220DB000245,"Beaumont, Whitethorn Crescent",53.38447224,-6.219566606
8220DB000246,"Artane, Beaumont Recreational Centre",53.38515048,-6.216230877
8220DB000247,"Artane, Ardlea Road (near A1 pub)",53.38697616,-6.214500756
8220DB000248,"Artane, Maryfield Drive",53.38556456,-6.214469631
8220DB000249,"Artane, Beaumont Recreational Centre",53.38493355,-6.216149745
8220DB000250,"Beaumont, Whitethorn Crescent",53.38441945,-6.220245316
8220DB000251,"Beaumont, Skelly's Lane (Elmount Rise)",53.38485967,-6.223248713
8220DB000252,"Beaumont, Skelly's Lane (Opp Beaumont Crescent)",53.38556802,-6.227969918
8220DB000253,"Kilmore, Beaumont Hospital",53.38994595,-6.224390047
8220DB000254,"Kilmore, Beaumont Hospital",53.3902653,-6.224106114
8220DB000255,"Beaumont, Coolgreena Road",53.38559388,-6.231531872
8220DB000261,"Dublin, Parnell Square North",53.35405628,-6.262853361
8220DB000262,"Dublin, Garden of Remembrance",53.35394696,-6.262752649
8220DB000263,"Dublin, Garden of Remembrance",53.35374562,-6.262505454
8220DB000264,"Dublin, Gaelscoil Cholaiste Mhuire",53.3535353,-6.262258627
8220DB000265,"Dublin, Gate Theatre",53.35336157,-6.262055381
8220DB000270,"Dublin, Upper O'Connell Street",53.35062339,-6.260424292
8220DB000271,"Dublin, Lower O'Connell Street",53.34859636,-6.25948542
8220DB000272,"Dublin, Upper O'Connell Street",53.35146448,-6.260780606
8220DB000273,"Dublin City South, O'Connell Bridge",53.34724742,-6.258819402
8220DB000274,"Dublin, Millennium Spire",53.35034908,-6.260720869
8220DB000276,"Ashtown, River Road",53.3774022,-6.331796583
8220DB000277,"Dublin, Citizens Information Service",53.35082233,-6.26050632
8220DB000278,"Dublin, Cathal Brugha Street",53.35135317,-6.261160681
8220DB000279,"Dublin, Millennium Spire",53.35013175,-6.260609547
8220DB000281,"Rotunda, Dublin Bus Head Office",53.35090995,-6.260968421
8220DB000284,"Ashtown, Rathbourne Avenue",53.37728262,-6.328389284
8220DB000286,"Dublin, Cathal Brugha Street",53.35200038,-6.260548478
8220DB000288,"Dublin, Irish Life Mall",53.34919728,-6.255089827
8220DB000289,"Dublin, Irish Life Mall",53.34903518,-6.256298123
8220DB000291,"Dublin, National Lottery Head Quarters",53.34893594,-6.256887989
8220DB000292,"Dublin, Irish Life Mall",53.34892739,-6.256302523
8220DB000293,"Dublin, National Lottery Head Quarters",53.34885817,-6.257101455
8220DB000297,"Dublin, Eden Quay",53.34818972,-6.256873375
8220DB000298,"Dublin, Liberty Hall",53.34820877,-6.256331854
8220DB000299,"Dublin, Liberty Hall",53.34823133,-6.25603052
8220DB000300,"Dublin, Liberty Hall",53.34820919,-6.255746032
8220DB000301,"Dublin, Marlborough Street",53.34795003,-6.257078422
8220DB000302,"Dublin, Eden Quay",53.34809835,-6.256771959
8220DB000303,"Dublin, Eden Quay",53.3477579,-6.258077613
8220DB000307,"Warrenmount, O'Donovan Road",53.33457709,-6.280087464
8220DB000308,"Warrenmount, Oscar Square",53.33677119,-6.279533657
8220DB000309,"Warrenmount, Ardee Street",53.33784989,-6.278919588
8220DB000312,"Temple Bar, Wellington Quay",53.34547647,-6.266206155
8220DB000313,"Dublin, Lower Liffey Street",53.3469069,-6.261972498
8220DB000315,"Dublin, Bachelors Walk",53.3469264,-6.262076846
8220DB000317,"Dublin City South, Westmoreland Street",53.34624485,-6.25910058
8220DB000318,Westmoreland Street (O'Connell Bridge),53.34630773,-6.259098017
8220DB000319,"Dublin City South, Westmoreland Street",53.34596901,-6.259292057
8220DB000320,"Dublin City South, Westmoreland Street",53.3455466,-6.259294247
8220DB000322,"Ballymun, Gulliver's Retail Park",53.40425499,-6.265350845
8220DB000325,"Temple Bar, Aston Quay",53.3467332,-6.259921807
8220DB000326,"Temple Bar, Aston Quay",53.34657961,-6.260483805
8220DB000328,"Temple Bar, Aston Quay",53.34642645,-6.261075822
8220DB000329,"Temple Bar, Aston Quay",53.34631886,-6.26171104
8220DB000333,"Dublin City South, O'Connell Bridge House",53.3466482,-6.25840824
8220DB000334,"Dublin City South, D'Olier Street",53.34658116,-6.258125591
8220DB000335,"Dublin City South, D'Olier House",53.34626194,-6.257808167
8220DB000336,"Dublin City South, Ashfield House",53.34625164,-6.257718467
8220DB000337,"Dublin City South, Irish Times",53.34590811,-6.258198091
8220DB000339,"Dublin City South, Burgh Quay",53.34725573,-6.256926503
8220DB000340,"Dublin City South, Pearse Street Garda Station",53.34601281,-6.256136099
8220DB000342,Trinity College,53.34561144,-6.256963547
8220DB000345,"Trinity College, Garda Station",53.34547582,-6.256293194
8220DB000346,"Trinity College, Garda Station",53.34550627,-6.256532266
8220DB000350,"Dublin City South, Lower Sandwith Street",53.34563194,-6.24976825
8220DB000351,"Pearse Station, Pearse Street",53.34337247,-6.245249979
8220DB000352,"Grand Canal Dock, Pearse Square",53.34298915,-6.24241214
8220DB000353,"Grand Canal Dock, Pearse Street",53.34261585,-6.239649032
8220DB000354,"Grand Canal Dock, Barrow Street",53.34222008,-6.236586526
8220DB000355,"Grand Canal Dock, Ringsend Bus Depot",53.34176145,-6.232925936
8220DB000356,"Ringsend, Bridge Street",53.34190302,-6.226717443
8220DB000357,"Irishtown, Irishtown Road",53.33917104,-6.223121475
8220DB000371,"Irishtown (Dublin City), Irishtown Gospel Hall",53.33861278,-6.223054583
8220DB000372,"Sandymount, Star Of The Sea Church",53.33542348,-6.219538235
8220DB000373,"Sandymount, Farney Park",53.33427533,-6.217889273
8220DB000374,"Sandymount, Sandymount Road",53.33316623,-6.216448984
8220DB000375,"Sandymount, Seafort Avenue",53.33399848,-6.214402146
8220DB000376,"Sandymount, Strand Road (Lea Road)",53.33071253,-6.209254265
8220DB000377,"Sandymount, Strand Road (Gilford Road)",53.32872893,-6.208841895
8220DB000378,"Sandymount, Sandymount Tower",53.32565029,-6.207334472
8220DB000380,"Sandymount, Saint John's Road East",53.32472609,-6.209234772
8220DB000381,"Sandymount, Saint John's Church",53.32420587,-6.212304061
8220DB000382,"Sandymount, Seamount House",53.32509766,-6.207642883
8220DB000383,"Sandymount, Strand Road (Gilford Road)",53.32854142,-6.208924821
8220DB000384,"Sandymount, Strand Road (Lea Road)",53.33163395,-6.210161605
8220DB000385,"Sandymount, Newgrove Avenue",53.33235102,-6.211227688
8220DB000387,"Sandymount, Sandymount Road",53.33249951,-6.215741058
8220DB000388,"Irishtown, Sandymount Road",53.33450886,-6.218480173
8220DB000389,"Irishtown, Sandymount Road",53.33529008,-6.219633889
8220DB000390,"Sandymount, Tritonville Road",53.33770222,-6.222266506
8220DB000391,"Ringsend, Irishtown Road",53.33999222,-6.223943347
8220DB000392,"Ringsend, Saint Patrick's Church",53.34173363,-6.227415321
8220DB000393,"Sandymount, Cranfield Place",53.33690389,-6.222374797
8220DB000395,"Ringsend, Ringsend Road",53.34194005,-6.235276454
8220DB000396,"Grand Canal Dock, Pearse Street",53.34246159,-6.239550256
8220DB000397,"Grand Canal Dock, Saint Andrew's Resource Centre",53.34278556,-6.242015007
8220DB000398,"Pearse Station, Pearse Street",53.34329494,-6.245478447
8220DB000399,"Pearse Station, Pearse Street",53.34386462,-6.2481585
8220DB000400,"Trinity College, Shaw Street",53.34475116,-6.252838258
8220DB000403,"Trinity College, Nassau St. (Opp. Frederick St)",53.34271351,-6.256706294
8220DB000404,"Trinity College, Nassau St. (Opp. Frederick St)",53.34271833,-6.256420742
8220DB000405,"Trinity College, South Frederick's Street",53.34248169,-6.255604373
8220DB000406,"Trinity College, Northern Ireland Tourist Board",53.34261644,-6.256214638
8220DB000407,Custom House Quay,53.34837959,-6.253876506
8220DB000408,Merrion Square North,53.34097078,-6.25001924
8220DB000409,"Merrion Square, Holles Street",53.34013673,-6.247695596
8220DB000410,"Dublin City South, Lower Mount Street",53.33881345,-6.24389039
8220DB000411,"Dublin City South, Lower Mount Street",53.33811712,-6.241771554
8220DB000412,"Dublin City South, Northumberland Road",53.33525551,-6.237279319
8220DB000413,"Dublin City South, Northumberland Road",53.33409419,-6.236546394
8220DB000414,"Ballsbridge, Northumberland Road",53.33152169,-6.234595488
8220DB000415,"Ballsbridge, Elgin Road",53.33033782,-6.23294775
8220DB000416,"Ballsbridge, Merrion Road RDS",53.32863992,-6.229369569
8220DB000417,"Ballsbridge, Merrion Road (Sydenham Road)",53.32769959,-6.22597042
8220DB000418,"Ballsbridge, British Embassy",53.32571981,-6.223395298
8220DB000419,"Ballsbridge, Merrion Road",53.32399511,-6.220449503
8220DB000420,"Ballsbridge, Merrion Road",53.3219108,-6.217503922
8220DB000421,"Merrion, Merrion Road (Ailesbury Road)",53.32000518,-6.21449112
8220DB000422,"Merrion, Saint Vincent's Hospital",53.31806419,-6.210324281
8220DB000423,"Merrion, Herbert Avenue",53.3171485,-6.207405658
8220DB000424,"Merrion, Merrion Gates",53.31539438,-6.203726866
8220DB000476,"Merrion, Merrion Gates",53.31575153,-6.204762523
8220DB000477,"Merrion, Merrion Road (Estate Ave)",53.31686305,-6.20695232
8220DB000478,"Merrion, Saint Vincent's Hospital",53.3181143,-6.211267825
8220DB000479,"Merrion, Merrion Shopping Centre",53.31914397,-6.213401287
8220DB000480,"Merrion, Merrion Road (Ailesbury Road)",53.32084998,-6.216287205
8220DB000481,"Ballsbridge, Merlyn Road",53.32234464,-6.218266443
8220DB000482,"Ballsbridge, Merrion Road",53.32472778,-6.221965295
8220DB000483,"Ballsbridge, Merrion Road",53.32599756,-6.223939234
8220DB000485,"Ballsbridge, Merrion Road RDS",53.3283521,-6.228750913
8220DB000486,"Ballsbridge, Merrion Road RDS",53.3283988,-6.228869088
8220DB000487,"Ballsbridge, American Embassy",53.33080095,-6.233874524
8220DB000488,"Dublin City South, Lansdowne Park",53.33309855,-6.236076947
8220DB000489,"Dublin City South, Northumberland Road",53.334942,-6.237352313
8220DB000490,"Dublin City South, Northumberland Road",53.33662663,-6.238829548
8220DB000491,"Dublin City South, Lower Mount Street",53.33781405,-6.241333511
8220DB000492,"Dublin City South, Lower Mount Street",53.33858469,-6.243614462
8220DB000493,"Merrion Square, Holles Street",53.33985342,-6.247376823
8220DB000494,Clare Street,53.34133589,-6.251626258
8220DB000495,"Pearse Station, Outside Train Station",53.34359132,-6.249746705
8220DB000496,BusÃ¡ras,53.34948023,-6.252314386
8220DB000497,Outside Connolly Station,53.35052608,-6.250694343
8220DB000499,"Ballybough, Summerhill Parade",53.35750468,-6.249116447
8220DB000500,"North Strand, Ballybough Road (Foster Terrace)",53.35903608,-6.246289155
8220DB000501,"North Strand, Ballybough Road (Clonliffe Road)",53.36070568,-6.243696374
8220DB000509,"North Strand, Ballybough Road (Clonliffe Road)",53.36060135,-6.24332504
8220DB000510,"North Strand, Ballybough Road (Foster Terrace)",53.35917274,-6.245802758
8220DB000511,"Ballybough, Summerhill Parade",53.35751559,-6.248635233
8220DB000513,"Summerhill, Summerhill Road",53.35525754,-6.254015974
8220DB000515,"Connolly Station, Amiens Street",53.35360828,-6.248194548
8220DB000516,"North Strand, Marino College of Further Education",53.35572883,-6.24570384
8220DB000518,"Ballybough, North Strand Road",53.35893921,-6.240929403
8220DB000519,"North Strand, Annesley Bridge",53.36033876,-6.239534529
8220DB000521,"Ballybough, Fairview Park",53.36163705,-6.237978461
8220DB000522,"Fairview, Fairview Footbridge",53.36328895,-6.235415975
8220DB000523,"Fairview, Marino College Fairview",53.3642686,-6.231769161
8220DB000525,"Clontarf, Howth Road",53.36496087,-6.226330911
8220DB000526,"Clontarf, Copeland Grove",53.36686957,-6.221112279
8220DB000527,"Clontarf, Howth Road (St.Lawrence Road)",53.36801988,-6.212678881
8220DB000528,"Clontarf, Castle Grove",53.36926408,-6.209936745
8220DB000529,"Killester, Howth Road (Collins Avenue)",53.37059425,-6.207536495
8220DB000530,"Killester, Howth Road (Castle Ave)",53.37122453,-6.20402333
8220DB000531,"Killester, Howth Road (Furry Park Road)",53.37321702,-6.201444579
8220DB000532,"Raheny, Howth Road (Brookwood Avenue)",53.37571862,-6.193899072
8220DB000533,"Raheny, Howth Road (Ennafort Park Estate)",53.37758328,-6.18705614
8220DB000534,"Raheny, Garda Retirement Home",53.37865533,-6.181899871
8220DB000535,"Raheny, Raheny Shopping Centre",53.38023173,-6.177413264
8220DB000536,"Raheny, Raheny Village",53.38042376,-6.173511727
8220DB000537,"Raheny, Avondale Park",53.3799012,-6.168152635
8220DB000538,"Raheny, Howth Road (Maywood Road)",53.38013806,-6.164264183
8220DB000539,"Raheny, Howth Road (The Old Sheiling)",53.38067366,-6.159355642
8220DB000540,"Raheny, Howth Road (Greendale Road)",53.38133628,-6.155117944
8220DB000541,Howth Road (Blackbanks),53.38187271,-6.152028068
8220DB000542,"Bayside, Dublin Road (Kilbarrack Road)",53.38366192,-6.14626795
8220DB000591,"Bayside, Dublin Road (Kilbarrack Road)",53.38431562,-6.144375377
8220DB000592,Dublin Road (James Larkin Road),53.38271738,-6.148533882
8220DB000593,Howth Road (Blackbanks),53.38195778,-6.151137449
8220DB000594,"Raheny, Howth Road (Greendale Road)",53.38116337,-6.155561362
8220DB000595,"Raheny, Berehaven Place",53.38059995,-6.159238563
